Unnamed: 0,LocalY,Mean Speed,Mean Acceleration,LocalY_leader,Mean Speed_leader,Spacing,Relative Speed,segment_id,Driving Regime
762897,107.03054,4.14515,-0.63233,118.34732,5.66673,11.316779999999994,1.5215800000000002,11925,2
1041422,190.86776,7.45825,-3.2619,0.0,0.0,-190.86776,-7.45825,16326,2
134135,203.53146,7.28972,0.97561,221.22156,7.49753,17.6901,0.2078100000000002,1203,4
191777,431.30164,2.99287,-1.59871,441.74174,3.5479,10.440099999999973,0.5550299999999999,3345,2
753380,333.96311,2.69964,1.12245,348.61274,6.55171,14.649630000000002,3.85207,6193,4
776943,430.9328,2.23891,1.4096,443.4652,4.18416,12.532399999999996,1.94525,6392,4
994893,205.21895,5.78803,2.67677,224.29998,6.32871,19.08103,0.54068,8031,4
375202,62.66382,1.74671,0.00483,76.17677,1.63568,13.512950000000004,-0.1110299999999999,11166,0
257812,95.22116,6.53339,-0.73808,107.04622,7.27699,11.825060000000008,0.7435999999999998,2738,1
944132,371.72482,9.21348,0.56774,398.11813,10.41028,26.393309999999985,1.1967999999999996,7631,4
750126,358.89279,1.03233,2.26358,375.10485,5.79919,16.212060000000008,4.76686,6175,4
589687,108.97532,2.34162,1e-05,117.58087,3.09632,8.605550000000008,0.7547000000000001,17025,0
1052332,118.27383,6.9637,-1.00123,134.93856,4.44251,16.66472999999999,-2.52119,16535,2
614705,194.14943,0.0,0.0,202.72762,0.0,8.578190000000006,0.0,99,5
128533,236.44439,5.68831,-2.1174,246.72113,4.45637,10.27673999999999,-1.2319400000000007,2382,2
1001393,85.87624,2.4257,-0.00106,97.97782,3.33595,12.101579999999998,0.91025,28462,0
106659,316.29208,8.88145,1.3829,331.00819,9.94038,14.716110000000016,1.05893,2045,3
355851,319.88436,4.53949,-0.14966,335.69332,3.16924,15.808960000000011,-1.37025,3765,1
22435,177.85185,14.31493,0.66277,235.50052,17.96193,57.64866999999998,3.6469999999999994,221,4
535172,179.5572,5.67023,2.08303,205.03748,9.80548,25.480279999999997,4.135249999999999,4385,4
211935,325.46868,7.38664,1.72575,350.99355,7.73295,25.52487000000002,0.3463099999999999,1849,4
418957,65.11962,5.66368,-0.00306,104.26236,7.46547,39.14274,1.80179,12313,0
623787,128.56697,0.0,0.0,135.0592,1.00755,6.492230000000006,1.00755,112,5
1054091,122.50261,11.96476,-1.22109,158.94064,7.80471,36.43803,-4.16005,16576,2
602682,285.65148,0.0,0.0,292.00389,0.31859,6.35241000000002,0.31859,82,5
945974,94.0667,6.76694,-1.50218,104.68904,5.38959,10.622340000000008,-1.37735,14769,2
841314,285.47539,8.29042,0.89809,299.24973,9.14236,13.774339999999995,0.8519400000000008,6932,4
346661,242.46589,7.94429,0.58655,282.8913,7.6245,40.42541,-0.3197899999999993,3665,1
499599,350.15058,5.42444,-0.18746,362.10851,5.46086,11.957930000000031,0.0364200000000005,14694,0
683390,393.43967,1.48814,0.52489,407.78787,3.40696,14.34820000000002,1.91882,5652,4
984548,208.38907,2.27747,-0.0005,224.67413,3.43101,16.285059999999987,1.15354,28076,0
311087,272.7362,7.56451,0.25507,297.50668,4.75328,24.77048000000002,-2.81123,3313,1
554535,100.18502,7.13138,2.18413,119.21035,7.60421,19.02533000000001,0.4728300000000001,4555,4
807190,256.43996,6.41085,-0.27163,268.53106,6.08991,12.09110000000004,-0.3209400000000002,22642,0
780349,397.39337,3.22659,1.2606,413.07178,5.15731,15.678409999999984,1.93072,6414,4
937530,99.59012,5.42238,-0.71083,118.52466,3.49893,18.93454,-1.9234500000000003,14628,2
290883,333.03169,7.8412,-0.51527,359.3906,7.55083,26.35890999999998,-0.2903699999999993,8712,0
359088,276.04467,0.0,0.0,284.33372,0.0,8.289050000000032,0.0,47,5
1018165,200.674,0.0,0.0,206.16699,0.10248,5.492989999999992,0.10248,215,5
943760,155.30064,2.75444,1.65019,165.715,3.69622,10.414360000000016,0.9417799999999996,14587,3
608703,258.13153,0.0,0.0,267.01625,0.0,8.884720000000016,0.0,89,5
999919,387.7368,11.37441,0.11745,399.67867,10.16139,11.941869999999994,-1.2130199999999984,15548,2
296841,310.63589,10.15789,1.87938,334.2993,12.89073,23.66341,2.7328399999999995,2532,4
807782,153.34717,5.17636,0.34911,175.73676,6.72203,22.38959,1.5456700000000003,22652,0
1000587,103.0202,0.9111,1.11344,113.82431,3.34768,10.804109999999994,2.43658,8073,4
490390,270.4683,5.93772,-0.1563,288.13688,6.09784,17.66858000000002,0.16012,5212,1
395118,344.91641,4.5753,0.12638,361.16668,6.01845,16.25027,1.4431499999999993,4221,1
992092,221.99032,2.76518,2.3219,237.00738,6.28606,15.017060000000017,3.52088,7997,4
406274,406.38377,7.18613,-1.79311,430.68629,3.37368,24.30251999999996,-3.812450000000001,4322,1
393333,362.45823,6.05061,0.21611,378.91798,7.53413,16.459749999999985,1.4835200000000004,4191,1
70861,269.03424,15.53023,1.6088,296.65291,16.63084,27.61867000000001,1.1006099999999996,667,4
364640,207.62421,0.0,0.0,212.00778,0.43891,4.383569999999992,0.43891,3886,1
369406,145.95848,0.0,0.0,155.56971,0.0,9.611229999999978,0.0,60,5
358326,293.11336,0.0,0.0,319.92567,0.0,26.812310000000025,0.0,46,5
613197,215.18598,0.0,0.0,225.64599,0.47014,10.460010000000011,0.47014,96,5
769245,227.63492,10.1605,1.14309,261.70373,6.33774,34.06881000000001,-3.8227600000000006,11820,3
411242,409.61647,4.64179,-0.00042,422.42381,6.00092,12.80734000000001,1.3591299999999995,12142,0
